trip_id,rider_id,zone,distance_km,duration_min,fare_amount,ride_date,surge_flag,fare_z,distance_z,hour,day_of_week,month,payment_mode_Cash,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,avg_ride_distance,avg_ride_fare,is_peak_hour,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,ride_frequency,days_since_signup,ride_cancelled_rate,zone_name,population_density,traffic_index,avg_speed_kmph,zone_type
T00011,R0191,Zone_10,1.0565809378854139,0.7406169937980451,0.48927023963757743,2023-09-09,0,0.5289383213129473,1.3709667662361849,0,Saturday,9,False,True,False,False,0.0005385223944370101,0.0002493732108244533,0,Meera Gupta,33.0,2,Surat,2020-08-14,87,6,4.56,Low,2135,0.06896551724137931,Zone_10,2440,1.54,35.4,Industrial
T00012,R0199,Zone_1,0.7593532228658479,0.6298040789157361,0.35633518762727306,2023-12-15,0,0.11632411407401734,0.7876559272622541,0,Friday,12,False,False,False,True,0.0003870301849469154,0.00018161834231767232,0,Aarav Das,29.0,1,Ahmedabad,2021-08-03,344,27,3.91,High,1781,0.07848837209302326,Zone_1,4921,2.43,30.9,Residential
T00013,R0248,Zone_6,-1.0932742813035523,0.322524871605276,-0.6516281122141216,2023-12-12,1,-1.1635498722835078,-1.1927784534476233,0,Tuesday,12,False,False,False,True,-0.0005572244043341245,-0.00033212442008874704,0,Vivaan Ghosh,18.0,0,Chennai,2021-10-24,104,12,3.65,Low,1699,0.11538461538461539,Zone_6,14627,0.54,37.6,Mixed
T00014,R0300,Zone_2,0.7328446873490677,0.6600490168664402,0.7078826813754117,2024-08-10,0,1.5058835535030108,0.7406147305708078,0,Saturday,8,True,False,False,False,0.00037351920863866857,0.0003607964736877735,0,Saanvi Iyer,38.0,0,Kolkata,2023-07-08,291,7,3.67,Medium,1077,0.024054982817869417,Zone_2,6371,0.91,58.4,Residential
T00015,R0270,Zone_10,1.1615887167577412,0.7559889345017236,0.7428559352881161,2023-08-24,0,1.7089720391094463,1.6038206898588423,0,Thursday,8,False,True,False,False,0.0005920431787756072,0.0003786217814924139,0,Aadhya Reddy,35.0,1,Hyderabad,2022-01-02,455,64,3.08,High,1629,0.14065934065934066,Zone_10,2440,1.54,35.4,Industrial
T00016,R0216,Zone_2,0.1146997662823969,0.6226352551039295,0.3851542849592847,2024-08-04,1,0.1968526745568675,-0.16492830573952796,0,Sunday,8,True,False,False,False,5.84606352101921e-05,0.00019630697500473227,0,Ishaan Ghosh,44.0,0,Chennai,2019-08-01,335,24,3.4,High,2514,0.07164179104477612,Zone_2,6371,0.91,58.4,Residential
T00017,R0168,Zone_3,-0.004762852098091862,0.5842320044582604,0.002632805221438881,2023-12-03,1,-0.5877327987368579,-0.3036998359792937,0,Sunday,12,True,False,False,False,-2.4275494893434565e-06,1.3418986857486651e-06,0,Diya Das,23.0,1,Pune,2019-10-08,471,74,4.03,High,2446,0.15711252653927812,Zone_3,12971,2.11,38.0,Business
T00018,R0126,Zone_6,-0.522081363844282,0.4841417876747689,-0.13374122499181787,2024-01-19,1,-0.7614119511262025,-0.7999844610740491,0,Friday,1,False,False,True,False,-0.0002660965157208369,-6.81657619734036e-05,0,Diya Reddy,29.0,0,Surat,2022-09-25,411,20,3.65,High,1363,0.04866180048661801,Zone_6,14627,0.54,37.6,Mixed
T00019,R0255,Zone_1,0.2241782325699983,0.6176904750374834,0.13817180072211427,2023-05-26,0,-0.3696240957362856,-0.02850883533433449,0,Friday,5,False,True,False,False,0.00011426005737512656,7.042395551585844e-05,0,Reyansh Sharma,37.0,0,Bengaluru,2021-07-06,475,42,3.12,High,1809,0.08842105263157894,Zone_1,4921,2.43,30.9,Residential
T00020,R0061,Zone_2,0.7632925860736397,0.710021678824314,0.6561379782986734,2023-06-19,0,1.2323641325526407,0.7947121067659708,0,Monday,6,False,False,True,False,0.00038903801532805287,0.00033442302665579685,0,Meera Reddy,25.0,1,Mumbai,2020-08-20,168,25,3.69,Medium,2129,0.1488095238095238,Zone_2,6371,0.91,58.4,Residential
T00021,R0289,Zone_4,-0.7509369305079046,0.4320221124621842,-0.039273877061876135,2024-08-15,1,-0.645415482342912,-0.9740368888323994,0,Thursday,8,True,False,False,False,-0.0003827405354270665,-2.001726659626714e-05,0,Aarav Gupta,21.0,2,Chennai,2021-09-30,322,14,4.17,Medium,1723,0.043478260869565216,Zone_4,4038,2.46,48.2,Business
T00022,R0112,Zone_10,-2.008656728384401,0.21261066806607684,-1.4593582811038972,2024-03-28,1,-1.4200295508119587,-1.594980685159487,0,Thursday,3,False,True,False,False,-0.0010237801877596335,-0.0007438115601956663,0,Meera Nair,41.0,0,Delhi,2020-11-13,311,11,3.24,Medium,2044,0.03536977491961415,Zone_10,2440,1.54,35.4,Industrial
T00023,R0153,Zone_3,-0.14508503745104095,0.5352140724540496,0.2503244795299524,2024-02-26,1,-0.14444705513847245,-0.45423166539192084,0,Monday,2,False,False,True,False,-7.394752163661619e-05,0.0001275863810040532,0,Aadhya Ghosh,20.0,1,Mumbai,2020-05-04,76,14,4.54,Low,2237,0.18421052631578946,Zone_3,12971,2.11,38.0,Business
T00024,R0214,Zone_3,-2.1355585872711833,0.23445430380665772,-1.802958920207689,2023-01-10,1,-1.4734207437339735,-1.634965702347216,0,Tuesday,1,True,False,False,False,-0.0010884600342870455,-0.0009189393069356213,0,Aarav Kumar,20.0,0,Kolkata,2022-09-14,210,2,4.53,Medium,1374,0.009523809523809525,Zone_3,12971,2.11,38.0,Business
T00025,R0272,Zone_2,0.6534386788821895,0.5842870675471779,0.48315836477831936,2023-01-15,0,0.5074808678927523,0.6041952601656143,0,Sunday,1,False,False,True,False,0.000333047236943012,0.0002462580860236082,0,Kavya Ghosh,21.0,1,Kolkata,2020-01-15,432,4,4.79,High,2347,0.009259259259259259,Zone_2,6371,0.91,58.4,Residential
T00026,R0045,Zone_3,-0.20335567996353654,0.5411029960547156,0.029773100844656692,2024-02-14,1,-0.5480996200666151,-0.5130331612562283,0,Wednesday,2,False,True,False,False,-0.00010364713555735807,1.5174873009509018e-05,0,Saanvi Iyer,34.0,2,Ahmedabad,2023-07-12,100,16,4.88,Low,1073,0.16,Zone_3,12971,2.11,38.0,Business
T00027,R0096,Zone_9,-2.405076190147452,0.1544271074854125,-2.1363857744340597,2023-01-12,1,-1.5098984145483054,-1.7102316170535294,0,Thursday,1,False,False,True,False,-0.0012258288430924834,-0.001088881638345596,0,Reyansh Das,40.0,0,Kolkata,2019-12-28,121,3,4.46,Low,2365,0.024793388429752067,Zone_9,11037,1.83,56.1,Mixed
T00028,R0191,Zone_1,-0.11334085477845668,0.5957440005582662,0.33310677897956353,2023-05-14,1,0.05460238041239722,-0.4213028277079087,0,Sunday,5,False,False,True,False,-5.776801976475876e-05,0.0001697791941791863,0,Meera Gupta,33.0,2,Surat,2020-08-14,87,6,4.56,Low,2135,0.06896551724137931,Zone_1,4921,2.43,30.9,Residential
T00029,R0197,Zone_6,0.053023821042181896,0.5039868761336839,-0.10092085081059564,2024-06-13,0,-0.7231671959125604,-0.2378421606112692,0,Thursday,6,False,True,False,False,2.7025392987860295e-05,-5.1437742513045686e-05,0,Saanvi Das,29.0,0,Bengaluru,2020-10-08,475,87,3.87,High,2080,0.1831578947368421,Zone_6,14627,0.54,37.6,Mixed
T00030,R0284,Zone_1,0.600684759351525,0.7411884913984876,0.6258822694738969,2024-03-15,0,1.0859485680383671,0.5171690462864393,0,Friday,3,True,False,False,False,0.0003061594084360474,0.0003190021760825163,0,Vivaan Das,28.0,0,Surat,2019-07-31,135,19,4.95,Low,2515,0.14074074074074075,Zone_1,4921,2.43,30.9,Residential
T00031,R0251,Zone_1,0.09900540666705525,0.5146341045761471,0.48406190830698775,2023-04-08,1,0.5106363757486633,-0.1837447844161064,0,Saturday,4,False,True,False,False,5.046147128799962e-05,0.0002467186076997899,0,Vivaan Iyer,46.0,0,Mumbai,2020-01-13,213,26,4.48,Medium,2349,0.12206572769953052,Zone_1,4921,2.43,30.9,Residential
T00032,R0228,Zone_5,1.397409200737821,0.9908940115191748,0.5571746902374461,2023-11-30,0,0.7861753217268167,2.1847794689982005,0,Thursday,11,False,False,True,False,0.0007122371053709587,0.00028398302254711833,0,Kavya Ghosh,21.0,0,Pune,2020-05-18,10,0,4.84,Low,2223,0.0,Zone_5,2590,1.31,43.9,Business
T00033,R0083,Zone_10,-0.31633912634670425,0.4463959828706868,0.32901026870096217,2024-04-19,1,0.043999874016536024,-0.6212279136465542,0,Friday,4,True,False,False,False,-0.0001612329899830297,0.00016769126845105105,0,Kavya Patel,45.0,0,Mumbai,2021-12-31,475,39,4.4,High,1631,0.08210526315789474,Zone_10,2440,1.54,35.4,Industrial
T00034,R0105,Zone_8,0.1797648883504914,0.6671278468251337,-0.18831170911046485,2024-06-21,0,-0.8206092785030938,-0.08495827136406955,0,Friday,6,False,False,True,False,9.162328662104557e-05,-9.597946437842246e-05,0,Diya Das,31.0,0,Jaipur,2020-09-28,346,9,3.69,High,2090,0.02601156069364162,Zone_8,4516,1.93,31.0,Business
T00035,R0221,Zone_4,0.14180650266279693,0.5148201489299005,-0.18069309011610896,2023-08-15,0,-0.8126573987061981,-0.1319994680555156,0,Tuesday,8,False,True,False,False,7.227650492497295e-05,-9.209637620596786e-05,0,Diya Patel,21.0,0,Delhi,2021-01-13,106,1,4.41,Low,1983,0.009433962264150943,Zone_4,4038,2.46,48.2,Business
T00036,R0081,Zone_1,-0.04087385718446026,0.5478106046488934,0.28793463407193093,2023-07-29,1,-0.05785991957227302,-0.3436848531670228,0,Saturday,7,False,True,False,False,-2.0832750858542436e-05,0.00014675567485827263,0,Diya Reddy,42.0,2,Mumbai,2022-01-31,114,2,3.9,Low,1600,0.017543859649122806,Zone_1,4921,2.43,30.9,Residential
T00037,R0067,Zone_10,0.3606942640803742,0.5926005762955732,0.17467087473876738,2024-06-07,0,-0.30133890573437017,0.15495183176230526,0,Friday,6,True,False,False,False,0.0001838400938228207,8.902694940813833e-05,0,Saanvi Iyer,32.0,1,Pune,2022-07-24,348,9,3.38,High,1426,0.02586206896551724,Zone_10,2440,1.54,35.4,Industrial
T00038,R0026,Zone_1,0.666016667661745,0.6309316499831735,0.49254666277862175,2023-10-27,0,0.5405505902227001,0.6253637986767654,0,Friday,10,True,False,False,False,0.00033945803652484457,0.00025104315126331383,0,Aarav Kumar,26.0,0,Surat,2020-04-17,44,5,3.17,Low,2254,0.11363636363636363,Zone_1,4921,2.43,30.9,Residential
T00039,R0077,Zone_5,1.1440313324570388,0.95831507658488,0.7717989575003937,2024-03-07,0,2.4338553037693345,1.5638356726711131,0,Thursday,3,False,False,False,True,0.0005830944609872777,0.00039337357670764207,0,Reyansh Das,28.0,1,Mumbai,2019-09-07,406,72,3.79,High,2477,0.17733990147783252,Zone_5,2590,1.31,43.9,Business
T00040,R0110,Zone_9,-3.117248421595078,0.05674787407762051,-6.603561028374544,2024-08-15,0,-1.6263997645885417,-1.8584113866315843,0,Thursday,8,False,False,True,False,-0.0015888116318017727,-0.0033657293722602157,0,Vivaan Patel,19.0,0,Kolkata,2023-02-04,224,28,4.43,Medium,1231,0.125,Zone_9,11037,1.83,56.1,Mixed
T00041,R0056,Zone_1,-0.3061976378762916,0.44682058803632174,0.19145135472130387,2024-02-24,1,-0.2683954037186587,-0.611819674308265,0,Saturday,2,True,False,False,False,-0.00015606403561482752,9.757969149913551e-05,0,Meera Patel,40.0,2,Hyderabad,2021-02-26,93,13,3.25,Low,1939,0.13978494623655913,Zone_1,4921,2.43,30.9,Residential
T00042,R0120,Zone_4,-0.22966972031619437,0.5214763986417288,-0.285411400961921,2024-02-25,1,-0.913886090723825,-0.5389058194365237,0,Sunday,2,False,True,False,False,-0.00011705898079316736,-0.00014546962332411876,0,Ishaan Gupta,18.0,2,Surat,2020-07-12,311,15,4.55,Medium,2168,0.04823151125401929,Zone_4,4038,2.46,48.2,Business
T00043,R0178,Zone_2,0.9206966196080931,0.6607846444817753,0.49661190499632546,2023-08-07,0,0.5550659263598912,1.0910716459220806,0,Monday,8,True,False,False,False,0.00046926433211421666,0.00025311514016122604,0,Saanvi Ghosh,27.0,1,Delhi,2021-05-15,56,7,3.13,Low,1861,0.125,Zone_2,6371,0.91,58.4,Residential
T00044,R0164,Zone_3,-0.12234772307150137,0.4541219708228679,0.40183643132622077,2024-04-02,1,0.2455737158521344,-0.43071106704619794,0,Tuesday,4,False,False,True,False,-6.23586763871057e-05,0.00020480959802559673,0,Aadhya Ghosh,37.0,2,Ahmedabad,2022-07-06,249,23,4.02,Medium,1444,0.09236947791164658,Zone_3,12971,2.11,38.0,Business
T00045,R0221,Zone_9,-1.8644152529554876,0.1913731313612772,-1.1568604142180696,2024-07-11,1,-1.352501682695462,-1.5455874286334683,0,Thursday,7,False,True,False,False,-0.0009502626161852638,-0.0005896332386432567,0,Diya Patel,21.0,0,Delhi,2021-01-13,106,1,4.41,Low,1983,0.009433962264150943,Zone_9,11037,1.83,56.1,Mixed
T00046,R0247,Zone_2,0.3147210313093459,0.7134473917539003,-0.12621904941070597,2023-08-13,0,-0.7528289697581245,0.09144621622885281,0,Sunday,8,True,False,False,False,0.00016040827283860648,-6.433182946519163e-05,0,Aadhya Das,37.0,1,Bengaluru,2021-05-11,249,47,4.92,Medium,1865,0.18875502008032127,Zone_2,6371,0.91,58.4,Residential
T00047,R0207,Zone_1,0.20581949109569253,0.6101230821665312,0.43904811658447374,2023-09-03,1,0.36018176117882383,-0.05202943368005741,0,Sunday,9,True,False,False,False,0.00010490290066039375,0.00022377579846303452,0,Ishaan Iyer,31.0,1,Mumbai,2023-12-06,47,3,3.93,Low,926,0.06382978723404255,Zone_1,4921,2.43,30.9,Residential
T00048,R0077,Zone_10,0.39228580979631694,0.6868632857466013,0.06585276956228815,2023-08-03,0,-0.49243646148834386,0.19964096861917885,0,Thursday,8,False,False,False,True,0.00019994179908069162,3.3564102733072455e-05,0,Reyansh Das,28.0,1,Mumbai,2019-09-07,406,72,3.79,High,2477,0.17733990147783252,Zone_10,2440,1.54,35.4,Industrial
T00049,R0115,Zone_6,-1.168722969741044,0.40084599772053786,-0.7640661779389968,2024-08-08,1,-1.2171935058339958,-1.2351155304699248,0,Thursday,8,False,False,True,False,-0.0005956793933440591,-0.00038943230272120124,0,Aarav Ghosh,40.0,0,Bengaluru,2020-03-01,170,15,4.4,Medium,2301,0.08823529411764706,Zone_6,14627,0.54,37.6,Mixed
T00050,R0010,Zone_3,1.3302668862037472,0.7521415551816525,0.5591302105998139,2023-03-20,0,0.7941272015237129,2.010727041239851,0,Monday,3,True,False,False,False,0.0006780157422037448,0.00028497971997951783,0,Vivaan Gupta,25.0,0,Surat,2023-05-14,173,1,3.38,Medium,1132,0.005780346820809248,Zone_3,12971,2.11,38.0,Business
T00051,R0230,Zone_3,-0.08661502649038187,0.5362296114457548,0.09866302613250452,2023-07-18,1,-0.43866660762361953,-0.3930781096930411,0,Tuesday,7,False,False,False,True,-4.414629280855345e-05,5.028696540902371e-05,0,Kavya Gupta,32.0,1,Chennai,2022-11-22,183,23,3.65,Medium,1305,0.12568306010928962,Zone_3,12971,2.11,38.0,Business
T00052,R0032,Zone_1,0.057074106390735284,0.4623452312356493,0.13928645253721894,2024-05-24,1,-0.3676045707085024,-0.2331380409421247,0,Friday,5,False,False,True,False,2.9089758608937453e-05,7.09920757070433e-05,0,Kavya Reddy,18.0,0,Mumbai,2023-09-20,213,24,4.0,Medium,1003,0.11267605633802817,Zone_1,4921,2.43,30.9,Residential
T00053,R0082,Zone_3,-0.8930881401216051,0.3708923770807172,-0.24803745530085974,2024-07-22,1,-0.879680385565749,-1.0704713420498637,0,Monday,7,False,True,False,False,-0.00045519273196819834,-0.00012642072135619762,0,Kavya Singh,26.0,2,Pune,2022-12-27,274,23,3.15,Medium,1270,0.08394160583941605,Zone_3,12971,2.11,38.0,Business
T00054,R0228,Zone_7,-0.9521077624874446,0.43216803554348243,-0.027417412089797054,2023-01-13,1,-0.6295117227491203,-1.1081042994030206,0,Friday,1,False,False,True,False,-0.000485274088933458,-1.3974216151782393e-05,0,Kavya Ghosh,21.0,0,Pune,2020-05-18,10,0,4.84,Low,2223,0.0,Zone_7,11070,0.64,45.2,Industrial
T00055,R0266,Zone_9,-1.6149920388967725,0.2755313368270913,-0.4908840303070563,2024-01-23,1,-1.0703992803770133,-1.449152975416004,0,Tuesday,1,False,True,False,False,-0.0008231355957679778,-0.0002501957341014558,0,Diya Reddy,29.0,2,Chennai,2020-09-25,98,13,3.9,Low,2093,0.1326530612244898,Zone_9,11037,1.83,56.1,Mixed
T00056,R0158,Zone_3,-0.16582333990580667,0.5002422497675686,0.3469598881981365,2023-08-05,1,0.09108005122672888,-0.4754002039030715,0,Saturday,8,True,False,False,False,-8.451750250041115e-05,0.00017683990224165978,0,Aarav Iyer,27.0,1,Ahmedabad,2020-07-26,441,60,3.57,High,2154,0.1360544217687075,Zone_3,12971,2.11,38.0,Business
T00057,R0154,Zone_5,-1.0016861029977997,0.3450596667306484,-0.2368883736548983,2023-01-05,1,-0.8690778791698878,-1.1386810772524605,0,Thursday,1,False,False,False,True,-0.0005105433756359835,-0.00012073821287201748,0,Kavya Patel,18.0,2,Kolkata,2019-03-25,466,79,4.68,High,2643,0.16952789699570817,Zone_5,2590,1.31,43.9,Business
T00059,R0043,Zone_10,-1.8909237884722678,0.20050214417487786,-1.8049217639142991,2023-12-21,1,-1.4736731843624467,-1.5549956679717578,0,Thursday,12,False,False,True,False,-0.0009637735924935107,-0.0009199397369593778,0,Diya Kumar,28.0,1,Ahmedabad,2021-12-10,85,16,4.68,Low,1652,0.18823529411764706,Zone_10,2440,1.54,35.4,Industrial
T00060,R0146,Zone_4,-1.3693403340479027,0.3082372818679781,-0.9543353275705598,2024-03-25,1,-1.2912848302907873,-1.3386061631911061,0,Monday,3,False,False,True,False,-0.0006979308532354244,-0.0004864094432061977,0,Kavya Gupta,30.0,1,Surat,2020-04-15,80,11,3.89,Low,2256,0.1375,Zone_4,4038,2.46,48.2,Business
T00061,R0235,Zone_8,-0.17512572756699266,0.5170477997966669,-0.33547693229199493,2024-02-15,1,-0.9566747772499787,-0.48480844324136074,0,Thursday,2,False,True,False,False,-8.925878061518484e-05,-0.00017098722339041535,0,Aarav Ghosh,34.0,2,Delhi,2021-02-15,284,8,4.06,Medium,1950,0.028169014084507043,Zone_8,4516,1.93,31.0,Business
T00062,R0292,Zone_3,0.7554043173882408,0.7901812964711225,0.7147879031851359,2023-04-04,0,1.5447594102878353,0.7805997477585369,0,Tuesday,4,False,False,True,False,0.0003850174910235682,0.00036431595473248517,0,Diya Patel,37.0,0,Jaipur,2020-06-28,141,19,4.39,Low,2182,0.1347517730496454,Zone_3,12971,2.11,38.0,Business
T00063,R0143,Zone_7,-0.18917959920877045,0.4407700838967466,0.28004213155584773,2023-07-09,1,-0.07654052607926654,-0.49892080224879465,0,Sunday,7,False,False,False,True,-9.642181407174845e-05,0.00014273299263804675,0,Meera Kumar,42.0,2,Kolkata,2023-03-28,74,13,4.56,Low,1179,0.17567567567567569,Zone_7,11070,0.64,45.2,Industrial
T00064,R0243,Zone_7,0.756721682319906,0.7961539086100422,0.715610468477127,2023-02-10,0,1.5494295619145835,0.7829518075931096,0,Friday,2,True,False,False,False,0.0003856889308460275,0.00036473520309741436,0,Ishaan Patel,33.0,1,Jaipur,2023-02-06,315,11,3.7,Medium,1229,0.03492063492063492,Zone_7,11070,0.64,45.2,Industrial
T00065,R0215,Zone_7,-1.0568202130056321,0.3591395751031498,-0.09808112476147988,2024-04-15,1,-0.7197592474281765,-1.1716099149364725,0,Monday,4,False,False,True,False,-0.0005386443491364078,-4.999037959300708e-05,0,Saanvi Gupta,26.0,0,Hyderabad,2020-02-28,438,48,3.24,High,2303,0.1095890410958904,Zone_7,11070,0.64,45.2,Industrial
T00066,R0207,Zone_3,0.29036268466213316,0.6195686751442387,0.5309756575765662,2023-01-26,0,0.6826746640529341,0.058517378544840876,0,Thursday,1,False,True,False,False,0.00014799321338538897,0.0002706297948912162,0,Ishaan Iyer,31.0,1,Mumbai,2023-12-06,47,3,3.93,Low,926,0.06382978723404255,Zone_3,12971,2.11,38.0,Business
T00068,R0211,Zone_6,-1.0211635033142124,0.3338715489782816,-0.1833428838752497,2023-01-05,1,-0.8154342456193998,-1.1504413764253218,0,Thursday,1,False,False,True,False,-0.0005204706948594355,-9.34469336774973e-05,0,Arjun Reddy,36.0,0,Mumbai,2021-04-04,435,17,3.63,High,1902,0.03908045977011494,Zone_6,14627,0.54,37.6,Mixed
T00069,R0077,Zone_10,0.5788020279173468,0.5986566420251794,0.5127503853683862,2023-02-03,0,0.6138845927940731,0.4818881487678548,0,Friday,2,True,False,False,False,0.00029500613043697595,0.00026134066532537524,0,Reyansh Das,28.0,1,Mumbai,2019-09-07,406,72,3.79,High,2477,0.17733990147783252,Zone_10,2440,1.54,35.4,Industrial
T00070,R0156,Zone_9,0.4135536550170751,0.620921813497322,0.25805022068973743,2023-08-31,0,-0.1271548720880798,0.23021774646861853,0,Thursday,8,True,False,False,False,0.00021078167941746947,0.0001315240676298356,0,Ishaan Iyer,33.0,0,Jaipur,2022-07-07,255,18,4.28,Medium,1443,0.07058823529411765,Zone_9,11037,1.83,56.1,Mixed
T00071,R0232,Zone_2,-0.982438665556563,0.4108939025025956,-0.3081132782732765,2024-03-01,1,-0.9337026800589463,-1.126920778079599,0,Friday,3,False,False,False,True,-0.0005007332648096651,-0.0001570404068671134,0,Meera Das,38.0,1,Jaipur,2022-12-08,172,15,3.94,Medium,1289,0.0872093023255814,Zone_2,6371,0.91,58.4,Residential
T00072,R0263,Zone_9,-0.40787618435661877,0.537600714273706,-0.5083953567580897,2023-07-21,1,-1.0816328883440567,-0.7035500078565848,0,Friday,7,False,False,True,False,-0.00020788796348451518,-0.00025912097694092236,0,Ishaan Das,31.0,2,Chennai,2020-12-30,297,21,3.84,Medium,1997,0.0707070707070707,Zone_9,11037,1.83,56.1,Mixed
T00073,R0025,Zone_9,1.03229798498627,0.8512172681979192,0.23762265050056522,2024-02-23,0,-0.17234174458472612,1.319221449875594,0,Friday,2,True,False,False,False,0.0005261457619705759,0.00012111246202883038,0,Meera Das,21.0,0,Mumbai,2021-10-22,42,3,4.01,Low,1701,0.07142857142857142,Zone_9,11037,1.83,56.1,Mixed
T00074,R0048,Zone_7,0.35564968342525843,0.5943368177813091,0.0399004651719848,2023-10-09,0,-0.5328269620440055,0.14789565225858808,0,Monday,10,False,False,False,True,0.0001812689517967678,2.033662852802487e-05,0,Kavya Sharma,35.0,1,Hyderabad,2019-05-31,207,1,3.02,Medium,2576,0.004830917874396135,Zone_7,11070,0.64,45.2,Industrial
T00075,R0008,Zone_5,-1.5870284199280649,0.27509252323430566,-0.8199243533928193,2023-01-04,1,-1.240922924910447,-1.4373926762431428,0,Wednesday,1,True,False,False,False,-0.0008088829867115519,-0.00041790232079144717,0,Ishaan Ghosh,28.0,0,Jaipur,2022-10-01,215,23,4.02,Medium,1357,0.10697674418604651,Zone_5,2590,1.31,43.9,Business
T00076,R0055,Zone_1,0.7659135496835615,0.8447262867646907,0.3325235264320034,2023-11-11,0,0.05308773664155986,0.7994162264351153,0,Saturday,11,True,False,False,False,0.00039037387853392536,0.00016948191969011386,0,Kavya Singh,32.0,1,Delhi,2021-11-07,425,12,4.19,High,1685,0.02823529411764706,Zone_1,4921,2.43,30.9,Residential
